
3606560,修仙不如开酒馆,女神踩过的地板,11923,2224,4135,3473,原创-言情-架空历史-仙侠,女主,1,,1,102052568,2018-10-28 22:00:00,347980
3606572,沉思,司南小哥哥,215,6,5,1,原创-言情-近代现代-爱情,不明,0,,0,74620,2018-06-03 22:17:47,5321
3606580,爱你，从盛夏到暖冬,竹损,171,0,3,0,原创-言情-近代现代-爱情,不明,0,,0,55685,Error,3022
3606584,蓬莱奇谈,秋刀鱼罐头,178,12,7,1,原创-纯爱-架空历史-爱情,主受,0,,0,2569050,2018-06-03 22:58:27,236334
3606588,霸道总裁的悲惨生活,印青冥,620,1,14,0,原创-纯爱-近代现代-爱情,主受,0,,0,56546,Error,880
3606592,寄雁书,洛禊鸣鸾,166,5,11,0,原创-言情-古色古香-武侠,男主,1,,0,2602833,2018-06-06 00:26:59,257268
3606604,杂文,蕊晶,173,4,1,0,原创-言情-近代现代-爱情,男主,0,,0,20390,Error,273
3606608,青瓦居,菜咸蛋,103,2,2,0,原创-纯爱-架空历史-仙侠,主受,0,,0,109806,2018-06-25 12:40:00,10304
3606612,养成男主的日子,岁月催,297,0,1,0,原创-言情-架空历史-仙侠,女主,0,,0,29814,2018-06-03 22:36:38,3726
3606616,接触恐惧症沢田纲吉,殇瑀,9126,177,969,141,衍生-纯爱-架空历史-其他衍生,主受,-1,,0,3581058,2018-06-03 22:53:56,77491
3606632,信你才有鬼,提剑守孤城,143,1,3,2,原创-纯爱-近代现代-爱情,主受,0,,0,213457,2018-06-19 11:11:11,19301
3606648,距离产生美,杨家三三,278,0,0,0,原创-言情-近代现代-爱情,不明,0,,0,80137,2018-06-03 23:11:38,11085
3606652,匪乌,豆芙雨,,0,0,0,原创-无CP-架空历史-传奇,不明,0,,0,16400,Error,0
3606664,答案,订个目标,23,1,0,0,原创-言情-近代现代-爱情,男主,0,,0,35745,2018-06-03 23:22:07,9678
3606672,狐狸,今日份用爱发电,104,0,0,0,原创-纯爱-架空历史-悬疑,主攻,0,,0,16400,2019-05-02 14:18:43,2
3606688,（猎人同人）有病吃药,白日空想,645,17,28,0,衍生-言情-架空历史-东方衍生,不明,0,,0,1198945,2018-06-04 00:55:00,70611
3606692,未愈,所所所所幸,208,0,0,0,原创-纯爱-近代现代-爱情,互攻,0,,0,22918,Error,1369
3606696,[全职高手]怙恶不悛,扈从骑士,715,14,37,0,衍生-纯爱-架空历史-东方衍生,不明,0,,0,202530,2018-06-03 23:58:58,5478
3606712,身心俱疲,侏儒,322,0,1,0,原创-纯爱-近代现代-爱情,不明,0,,0,19908,Error,485
3606724,对面窗台的猫,隅玉,125,0,1,0,原创-言情-近代现代-轻小说,不明,1,,0,33308,2018-06-04 00:53:22,3725
