total_recommend,days_since_earliest,word_count,weekly_recommend,remaining_attributes,status,contract_vip,author_level,total_works,total_creation_words,creation_days
27,9.0,33300,0,"['游戏', '游戏异界']",0,0,0,1,33000,12
10,6.0,20600,0,"['仙侠', '修真文明']",1,0,0,1,21000,5
2,21.0,1737,0,"['都市', '异术超能']",0,0,0,1,1737,1
19,3.0,10400,0,"['武侠', '武侠幻想']",1,0,0,3,68000,38
95,30.0,56300,0,"['科幻', '末世危机']",0,0,0,1,56000,45
2,0.0,4128,0,"['玄幻言情', '异族恋情']",0,0,0,0,0,2
16,8.0,31900,0,"['玄幻', '异世大陆']",0,0,0,1,32000,12
23,0.0,29300,0,"['都市', '都市生活']",0,0,0,0,0,12
34,14.0,58700,0,"['科幻', '未来世界']",0,0,0,1,59000,71
600,153.0,137600,0,"['诸天无限', '诸天']",0,0,1,3,200000,114
11,0.0,23000,0,"['悬疑', '探险生存']",0,0,0,0,0,1
11,84.0,10900,0,"['短篇', '短故事']",0,0,0,1,11000,44
5711,154.0,1333800,2,"['游戏', '游戏异界']",0,1,3,2,2030000,314
40,34.0,143400,0,"['轻小说', '衍生同人', '轻小说']",1,1,1,2,660000,152
1,9.0,43500,0,"['都市', '异术超能']",1,0,1,2,84000,19
4187,152.0,586000,0,"['武侠', '武侠同人']",0,1,1,1,590000,151
49,33.0,118800,0,"['玄幻', '异世大陆']",0,0,0,1,120000,30
26,16.0,51300,0,"['都市', '都市生活']",0,0,0,1,51000,15
27,5.0,10500,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,2,26000,111
5,5.0,7599,0,"['短篇', '短篇小说']",1,0,0,3,43000,32
21,46.0,75200,0,"['武侠', '武侠幻想']",0,0,0,1,75000,18
1016,153.0,597300,0,"['玄幻', '东方玄幻']",0,1,1,1,600000,148
30,35.0,40500,0,"['武侠', '传统武侠']",0,0,0,1,41000,17
9,46.0,14300,0,"['都市', '都市生活']",0,0,0,1,14000,17
10,24.0,26500,0,"['科幻', '进化变异']",1,0,0,1,27000,26
14,24.0,12500,0,"['玄幻言情', '异能超术']",0,0,0,1,13000,9
2,0.0,4302,0,"['现实生活', '家与情感']",0,0,0,0,0,1
17,48.0,137500,0,"['轻小说', '衍生同人', '轻小说']",1,1,1,2,590000,153
44,126.0,75700,0,"['玄幻言情', '东方玄幻']",0,0,0,1,76000,22
5,20.0,8316,0,"['玄幻', '异世大陆']",0,0,0,1,8316,5
2,0.0,2179,0,"['现实', '人间百态', '轻小说']",0,0,0,0,0,2
10,59.0,7829,0,"['现代言情', '都市生活']",0,0,0,1,7829,13
30,24.0,42699,0,"['都市', '都市异能']",0,0,1,3,150000,71
2,0.0,2271,0,"['轻小说', '衍生同人', '轻小说']",0,0,1,5,43000,80
180,142.0,270300,0,"['古代言情', '热血江湖']",0,0,0,1,270000,83
0,31.0,63099,0,"['轻小说', '衍生同人', '轻小说']",1,1,2,5,1150000,231
13,32.0,98100,0,"['都市', '异术超能']",0,1,1,4,400000,100
28,152.0,166000,0,"['玄幻', '王朝争霸']",0,0,0,1,170000,68
5,0.0,10700,0,"['历史', '两宋元明']",0,0,0,0,0,2
0,0.0,8213,0,"['科幻空间', '末世危机']",0,0,0,0,0,39
12,9.0,12900,0,"['短篇', '短故事']",0,0,0,1,13000,9
45,48.0,159800,0,"['历史', '架空历史']",0,0,0,3,450000,85
2,0.0,3591,0,"['历史', '秦汉三国']",0,0,0,0,0,3
51,88.0,346000,0,"['科幻', '进化变异']",0,0,0,1,350000,189
7,27.0,15600,0,"['玄幻', '东方玄幻']",0,0,0,1,16000,5
7,8.0,8921,0,"['科幻', '进化变异']",0,0,1,2,24000,40
2,0.0,2411,0,"['都市', '异术超能']",0,0,0,0,0,1
2,1.0,2122,0,"['科幻', '星际文明']",1,0,0,1,2122,11
9,59.0,20600,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,21000,9
17,50.0,136000,0,"['玄幻', '异世大陆']",0,0,0,1,140000,18
7218,152.0,114700,0,"['武侠', '传统武侠']",0,0,0,1,110000,45
86,153.0,405200,0,"['玄幻', '东方玄幻']",0,0,0,1,410000,87
3,0.0,5103,0,"['科幻', '未来世界']",0,0,0,1,23000,13
186,77.0,102400,0,"['军事', '军旅生涯']",0,0,0,1,100000,28
2,1.0,10200,0,"['科幻空间', '超级科技']",1,0,0,6,48000,4
45,14.0,68300,0,"['都市', '青春校园']",0,0,0,1,68000,14
2,0.0,1861,0,"['玄幻', '东方玄幻']",0,0,0,0,0,1
56,79.0,78600,0,"['玄幻', '东方玄幻', '轻小说']",0,0,0,1,79000,42
5,145.0,5712,0,"['现实', '人间百态']",0,0,0,1,5712,4
678,140.0,317000,0,"['诸天无限', '无限']",0,0,1,2,360000,80
23,0.0,15300,0,"['诸天无限', '诸天']",0,0,0,0,0,9
43099,153.0,727600,105,"['轻小说', '衍生同人', '轻小说']",0,1,5,1,730000,143
23800,152.0,711900,8,"['诸天无限', '诸天']",0,1,4,3,4660000,1450
5,3.0,8648,0,"['都市', '都市生活']",1,0,0,1,8648,5
112,5.0,42100,0,"['都市', '娱乐明星']",1,0,1,6,350000,106
40,152.0,117400,0,"['科幻', '末世危机']",0,0,1,1,120000,170
43,0.0,14500,0,"['仙侠', '幻想修仙']",0,0,0,0,0,0
2,0.0,1001,0,"['浪漫青春', '青春纯爱']",0,0,0,0,0,1
2,125.0,3418,0,"['都市', '都市生活']",0,0,0,1,3418,21
159,153.0,552200,0,"['历史', '架空历史']",0,0,0,1,550000,222
21800,153.0,991600,5,"['都市', '都市异能']",0,1,5,13,13670000,2261
8,0.0,9562,0,"['玄幻', '异世大陆']",0,0,0,0,0,5
140,50.0,194100,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,190000,48
2,0.0,2270,0,"['玄幻言情', '异世大陆']",0,0,0,0,0,21
2,0.0,2097,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,3,36000,129
20,25.0,94400,0,"['游戏', '电子竞技']",0,1,1,1,94000,38
13,0.0,20099,0,"['玄幻', '东方玄幻']",0,0,0,1,21000,19
5,22.0,6695,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,1,6695,5
2,0.0,1807,0,"['玄幻', '东方玄幻']",0,0,0,0,0,1
4,0.0,5728,0,"['科幻', '时空穿梭']",0,0,0,0,0,10
13,9.0,9633,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,0,0,0
34,22.0,45900,0,"['都市', '都市生活']",0,0,0,1,46000,11
110,85.0,230000,0,"['玄幻', '东方玄幻']",1,0,0,2,370000,83
28,16.0,52400,0,"['仙侠', '幻想修仙']",0,0,0,1,52000,15
2,0.0,8643,0,"['都市', '都市生活']",0,0,0,0,0,100
29,47.0,19700,0,"['都市', '异术超能']",0,0,0,1,20000,8
10,0.0,16299,0,"['现代言情', '都市生活']",0,0,0,0,0,8
15,87.0,260400,0,"['现代言情', '豪门世家']",0,1,1,1,260000,68
14,0.0,18000,0,"['科幻', '时空穿梭']",0,0,0,0,0,8
41,0.0,42600,0,"['玄幻', '东方玄幻']",0,0,0,1,36000,14
140,30.0,52100,0,"['古代言情', '古典架空']",0,0,0,1,52000,38
2,70.0,1002,0,"['现实', '青年故事']",0,0,0,1,1002,2
3,0.0,7076,0,"['仙侠', '修真文明']",0,0,0,0,0,10
77,69.0,103699,0,"['悬疑', '诡秘悬疑']",0,0,0,3,240000,99
2,0.0,1141,0,"['武侠', '国术无双']",0,0,0,0,0,1
18,43.0,13500,0,"['玄幻', '异世大陆']",0,0,0,2,15000,5
143,14.0,111600,0,"['都市', '都市生活']",0,0,0,1,110000,34
6,11.0,7417,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,7417,9
7,8.0,18500,0,"['玄幻', '东方玄幻']",0,0,0,1,19000,5
10,19.0,16800,0,"['玄幻', '东方玄幻']",0,0,0,1,17000,12
7,0.0,9072,0,"['浪漫青春', '青春疼痛']",0,0,0,0,0,4
0,0.0,3900,0,"['现实生活', '行业人生']",0,0,0,0,0,1
3,81.0,10100,0,"['武侠', '武侠幻想']",0,0,0,1,10000,5
3,0.0,19500,0,"['历史', '架空历史']",0,0,0,0,0,2
14,146.0,618500,0,"['游戏', '电子竞技']",0,1,1,2,760000,155
1,0.0,5783,0,"['都市', '都市生活']",0,0,0,0,0,23
6,0.0,4762,0,"['奇幻', '史诗奇幻']",0,0,0,0,0,2
2,0.0,1010,0,"['仙侠', '现代修真']",0,0,0,0,0,11
2,0.0,1574,0,"['现实生活', '家与情感']",0,0,0,0,0,1
2,0.0,1294,0,"['现代言情', '都市生活']",0,0,0,0,0,10
159,29.0,102700,0,"['都市', '商战职场']",0,0,0,2,170000,45
2,0.0,1100,0,"['玄幻', '异世大陆']",0,0,0,0,0,1
2,0.0,3052,0,"['悬疑', '诡秘悬疑']",0,0,0,0,0,1
67,25.0,94300,0,"['玄幻', '东方玄幻']",0,0,1,1,94000,24
10,78.0,9573,0,"['科幻', '超级科技']",0,0,0,2,17000,33
0,17.0,83699,0,"['都市', '都市异能']",1,1,1,1,84000,160
46,34.0,131000,0,"['轻小说', '衍生同人', '轻小说']",0,1,1,2,540000,136
3,8.0,6123,0,"['科幻空间', '时空穿梭', '轻小说']",0,0,0,0,0,0
10,18.0,30800,0,"['武侠', '传统武侠']",0,0,0,1,31000,8
2,1.0,2034,0,"['现实生活', '家与情感']",0,0,0,1,2034,11
0,7.0,32300,0,"['都市', '都市异能']",0,0,1,1,32000,39
6,0.0,5117,0,"['科幻', '末世危机']",0,0,0,0,0,3
2,0.0,2632,0,"['玄幻', '东方玄幻']",0,0,1,2,33000,23
31,14.0,50500,0,"['悬疑', '诡秘悬疑']",1,0,0,1,51000,15
96,68.0,44600,0,"['轻小说', '恋爱日常', '轻小说']",0,0,0,1,45000,19
124,50.0,34100,0,"['军事', '谍战特工']",0,0,0,1,34000,14
8,9.0,26400,0,"['都市', '异术超能']",1,0,0,4,170000,36
17,13.0,13,0,"['奇幻', '剑与魔法']",0,0,0,2,2331,14
3,0.0,2242,0,"['现代言情', '婚恋情缘']",0,0,0,0,0,5
16100,153.0,634900,50,"['轻小说', '衍生同人', '轻小说']",0,1,3,1,630000,152
32,0.0,35200,0,"['诸天无限', '诸天']",0,0,0,0,0,4
499,151.0,259100,0,"['科幻', '星际文明']",0,0,0,5,2920000,1120
0,19.0,65100,0,"['都市', '都市生活']",0,0,1,2,180000,47
2,4.0,6357,0,"['短篇', '短篇小说']",1,0,0,2,19000,9
49,0.0,14500,0,"['仙侠', '幻想修仙']",0,0,0,2,29000,27
14,33.0,59500,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,1,60000,15
47,11.0,19200,0,"['奇幻', '神秘幻想']",0,0,1,3,96000,45
3,130.0,2764,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,1,2764,17
33,56.0,105200,0,"['古代言情', '穿越奇情']",0,0,0,1,110000,54
9,0.0,19300,0,"['武侠', '古武未来']",1,0,0,0,0,47
3,0.0,2882,0,"['玄幻', '东方玄幻']",0,0,0,0,0,2
4,15.0,3835,0,"['历史', '外国历史']",0,0,0,2,5617,3
156,23.0,100200,0,"['诸天无限', '诸天']",1,0,1,1,100000,23
6,92.0,12600,0,"['悬疑', '诡秘悬疑']",0,0,0,1,13000,42
2,0.0,4164,0,"['科幻', '星际文明']",0,0,0,0,0,11
9,35.0,33900,0,"['都市', '都市异能']",0,0,0,1,34000,10
66,7.0,20500,0,"['都市', '娱乐明星']",0,0,3,3,910000,252
56,36.0,70,0,"['都市', '异术超能']",0,0,0,2,11000,24
20,63.0,84100,0,"['奇幻', '历史神话']",1,0,0,15,1240000,371
6,21.0,20800,0,"['轻小说', '恋爱日常', '轻小说']",0,0,0,1,21000,5
2,1.0,3789,0,"['奇幻', '另类幻想']",0,0,0,1,3789,0
39,22.0,39000,0,"['轻小说', '衍生同人', '轻小说']",1,0,0,1,39000,43
6,10.0,6455,0,"['仙侠', '古典仙侠']",0,0,0,1,6455,4
13,55.0,14600,0,"['科幻', '未来世界']",0,0,0,11,170000,161
145,84.0,318200,0,"['现代言情', '都市生活']",1,0,0,2,440000,89
46,42.0,142800,0,"['现实生活', '探索科幻']",1,0,0,1,140000,29
24,21.0,70200,0,"['玄幻', '异世大陆']",0,0,0,4,460000,67
11,0.0,7168,0,"['现实', '时代叙事']",1,0,0,0,0,6
3,0.0,4822,0,"['悬疑', '诡秘悬疑']",0,0,0,0,0,2
328,80.0,92300,0,"['游戏', '游戏异界']",0,0,0,1,92000,33
16,85.0,32400,0,"['武侠', '传统武侠']",0,0,0,1,32000,37
32,31.0,39000,0,"['玄幻言情', '异能超术']",0,0,0,2,91000,45
241,145.0,666300,0,"['游戏', '游戏系统']",0,1,1,1,670000,161
2,0.0,1344,0,"['现实', '时代叙事']",0,0,0,1,13000,9
2,0.0,1342,0,"['短篇', '短故事']",0,0,0,0,0,2
1478,34.0,130800,0,"['历史', '架空历史']",1,0,4,6,3550000,626
150,41.0,56300,0,"['玄幻', '异世大陆']",1,0,0,1,56000,30
3,0.0,12600,0,"['仙侠', '修真文明']",0,0,0,2,19000,10
2,0.0,2077,0,"['仙侠', '古典仙侠']",0,0,0,0,0,1
4,0.0,2016,0,"['玄幻', '东方玄幻']",0,0,0,0,0,1
29,40.0,307400,0,"['浪漫青春', '青春校园']",1,0,0,1,310000,35
6,32.0,7350,0,"['游戏', '电子竞技']",0,0,0,1,7350,4
2,0.0,1597,0,"['现实生活', '家与情感']",0,0,0,0,0,2
2,0.0,1005,0,"['现代言情', '都市生活']",0,0,0,0,0,1
7,97.0,13400,0,"['科幻空间', '未来世界']",0,0,0,1,13000,6
2248,153.0,890200,2,"['诸天无限', '综漫']",0,1,2,3,3030000,765
3,3.0,14700,0,"['玄幻', '东方玄幻']",1,0,0,1,15000,7
3,3.0,6254,0,"['都市', '都市生活']",1,0,0,15,180000,82
3,0.0,22300,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,0,0,3
2,0.0,2581,0,"['短篇', '影视剧本']",0,0,0,0,0,108
0,0.0,2535,0,"['科幻空间', '未来世界']",0,0,0,0,0,1
16,39.0,14000,0,"['历史', '架空历史']",0,0,0,1,14000,13
1,151.0,1979,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,1,1979,2
45,81.0,156400,0,"['奇幻', '另类幻想']",0,0,0,1,160000,53
10,102.0,22500,0,"['游戏', '游戏异界']",0,0,0,1,23000,9
1,31.0,136800,0,"['轻小说', '衍生同人', '轻小说']",1,1,1,1,140000,31
9,0.0,20700,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,0,0,0
35,28.0,90000,0,"['玄幻', '异世大陆']",0,0,0,1,90000,28
3,0.0,4009,0,"['玄幻', '东方玄幻']",0,0,0,0,0,0
2,33.0,4222,0,"['短篇', '生活随笔']",0,0,0,1,4222,3
6,15.0,14700,0,"['玄幻', '东方玄幻']",1,0,0,1,15000,4
4,0.0,4754,0,"['历史', '架空历史']",0,0,0,0,0,3
1643,117.0,769000,0,"['诸天无限', '诸天']",1,1,1,3,1400000,370
50,22.0,96100,0,"['都市', '都市生活']",0,0,0,1,96000,82
10,0.0,17300,0,"['玄幻', '东方玄幻']",0,0,0,0,0,9
125,153.0,607100,0,"['仙侠', '幻想修仙']",0,1,1,1,610000,215
17,11.0,21200,0,"['玄幻', '东方玄幻']",0,0,0,3,38000,25
474,105.0,358200,0,"['仙侠', '修真文明']",1,1,1,2,530000,129
22,9.0,34200,0,"['轻小说', '原生幻想', '轻小说']",0,0,1,2,250000,64
7,10.0,18000,0,"['奇幻', '另类幻想']",0,0,0,1,18000,8
50,26.0,32599,0,"['都市', '异术超能']",0,0,0,1,33000,14
20,32.0,41300,0,"['玄幻', '东方玄幻']",0,0,0,1,41000,11
8,0.0,2196,0,"['诸天无限', '诸天']",0,0,0,0,0,0
66,59.0,167600,0,"['都市', '娱乐明星']",0,0,0,2,300000,100
2871,153.0,432700,0,"['诸天无限', '诸天']",0,1,1,1,430000,108
34,0.0,54700,0,"['奇幻', '剑与魔法']",0,0,0,0,0,7
11,0.0,22200,0,"['历史', '架空历史']",1,0,0,0,0,6
147,39.0,25,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,0,0,0
2421,94.0,408400,0,"['轻小说', '衍生同人', '轻小说']",0,1,1,1,410000,90
43,77.0,337000,0,"['现代言情', '都市生活']",0,1,1,1,340000,59
4326,64.0,189200,0,"['仙侠', '现代修真']",1,0,0,1,190000,54
10,0.0,12400,0,"['仙侠', '现代修真']",0,0,0,0,0,48
23,8.0,25299,0,"['历史', '秦汉三国']",0,0,0,1,25000,6
67,33.0,148400,0,"['游戏', '游戏异界']",0,1,4,4,800000,768
37,31.0,81800,0,"['科幻', '未来世界']",0,0,0,2,86000,19
2,65.0,2028,0,"['都市', '都市生活']",0,0,0,1,2028,33
2,0.0,2555,0,"['科幻', '末世危机']",0,0,0,0,0,7
4,0.0,3180,0,"['武侠', '武侠幻想']",1,0,0,0,0,3
4,77.0,59000,0,"['武侠', '传统武侠']",0,0,0,1,59000,4
3,0.0,7368,0,"['都市', '异术超能']",0,0,0,0,0,34
50,153.0,612800,0,"['科幻空间', '时空穿梭']",0,1,3,1,610000,196
10,31.0,10400,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,1,10000,5
2,0.0,1155,0,"['现实', '青年故事']",0,0,0,0,0,1
10,0.0,39900,0,"['奇幻', '另类幻想']",0,0,1,1,320000,100
308,109.0,181000,0,"['轻小说', '衍生同人', '轻小说']",0,0,1,1,180000,56
2,70.0,11500,0,"['奇幻', '剑与魔法']",0,0,0,1,12000,5
30,16.0,62900,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,1,63000,15
12,10.0,39500,0,"['奇幻', '剑与魔法']",0,0,0,2,150000,40
6,0.0,2068,0,"['都市', '娱乐明星']",0,0,0,0,0,5
7,0.0,7555,0,"['古代言情', '古典架空']",0,0,0,0,0,8
11,0.0,38000,0,"['现实', '人间百态']",0,0,0,1,4153,10
0,6.0,31500,0,"['轻小说', '衍生同人', '轻小说']",0,0,1,1,32000,6
25,10.0,24200,0,"['诸天无限', '无限']",1,0,1,5,890000,389
3104,154.0,762200,4,"['轻小说', '衍生同人', '轻小说']",0,1,1,1,760000,149
59,21.0,117000,0,"['玄幻', '高武世界']",0,0,0,3,760000,194
223,128.0,50300,0,"['都市', '都市生活']",0,0,0,2,98000,34
18,9.0,22900,0,"['古代言情', '穿越奇情']",0,0,0,1,23000,7
30,132.0,40500,0,"['玄幻', '东方玄幻']",1,0,0,3,150000,37
73,18.0,64700,0,"['诸天无限', '诸天']",1,0,3,3,1400000,348
16,16.0,22599,0,"['玄幻', '东方玄幻']",0,0,0,1,23000,19
5,0.0,10400,0,"['玄幻', '东方玄幻']",0,0,0,0,0,62
0,13.0,28700,0,"['都市', '都市异能']",0,0,1,1,29000,6
2,0.0,2165,0,"['科幻空间', '末世危机']",0,0,0,0,0,1
1,0.0,2637,0,"['古代言情', '宫闱宅斗']",0,0,0,0,0,2
4,0.0,6022,0,"['现代言情', '豪门世家']",0,0,0,0,0,3
13,16.0,155800,0,"['现实', '青年故事']",1,0,0,3,560000,100
3,0.0,2459,0,"['短篇', '生活随笔']",0,0,0,0,0,3
51,0.0,93000,0,"['仙侠', '古典仙侠']",0,0,0,0,0,26
3,0.0,2256,0,"['奇幻', '神秘幻想']",0,0,0,0,0,2
2,0.0,1001,0,"['科幻', '未来世界']",0,0,0,0,0,1
0,13.0,8063,0,"['古代言情', '古典架空']",0,0,0,1,8063,3
78,16.0,102300,0,"['都市', '都市异能']",1,1,1,2,180000,33
8,10.0,6668,0,"['短篇', '短篇小说']",1,0,0,1,6668,6
9,117.0,16900,0,"['科幻', '进化变异']",0,0,0,1,17000,10
1115,153.0,643500,0,"['轻小说', '衍生同人', '轻小说']",0,1,3,3,2180000,453
6,64.0,169800,0,"['现代言情', '婚恋情缘']",0,1,1,2,640000,127
63,32.0,105399,0,"['都市', '娱乐明星']",1,0,1,1,110000,83
568,124.0,368500,0,"['轻小说', '衍生同人', '轻小说']",0,1,4,2,1700000,488
0,0.0,6189,0,"['古代言情', '穿越奇情']",0,0,0,0,0,3
3,78.0,6302,0,"['奇幻', '神秘幻想']",0,0,0,1,6302,6
26,0.0,10700,0,"['玄幻', '异世大陆']",0,0,0,0,0,17
8,0.0,8160,0,"['现实', '青年故事']",0,0,0,0,0,3
2867,153.0,645300,0,"['历史', '架空历史']",0,1,5,1,650000,152
37,39.0,2525,0,"['奇幻', '另类幻想']",0,0,0,3,8833,38
9418,151.0,144800,0,"['科幻空间', '进化变异']",0,0,1,6,1350000,619
11,9.0,6976,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,6976,2
4,0.0,2462,0,"['短篇', '短故事']",1,0,0,0,0,3
6,0.0,4221,0,"['奇幻', '另类幻想']",0,0,0,0,0,11
9,0.0,13899,0,"['古代言情', '古代情缘']",0,0,0,1,2016,8
30,153.0,253400,0,"['都市', '都市异能']",0,1,5,4,1020000,157
7,31.0,10100,0,"['现实', '青年故事']",0,0,0,1,10000,6
29,134.0,57600,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,58000,14
16,0.0,14900,0,"['玄幻', '东方玄幻']",0,0,0,0,0,3
25,8.0,5,0,"['玄幻', '东方玄幻']",1,0,0,1,5,6
1,73.0,86800,0,"['都市', '都市生活']",1,0,3,8,3410000,982
12,18.0,22700,0,"['玄幻', '异世大陆']",0,0,0,1,23000,9
5787,93.0,487200,1,"['仙侠', '幻想修仙']",1,1,1,1,490000,92
7,0.0,16100,0,"['都市', '都市生活']",0,0,0,0,0,2
2,0.0,4751,0,"['武侠', '武侠幻想']",0,0,0,2,49000,13
2,0.0,2329,0,"['现实', '人间百态']",0,0,0,0,0,1
232,66.0,97700,0,"['科幻', '末世危机']",0,0,0,1,98000,26
23,12.0,51900,0,"['都市', '异术超能']",0,0,0,2,72000,57
714,153.0,750600,0,"['都市', '都市异能']",0,1,4,1,750000,155
8,13.0,8630,0,"['武侠', '武侠幻想']",0,0,0,1,8630,6
27,35.0,37000,0,"['武侠', '传统武侠']",0,0,0,1,37000,13
5,0.0,8166,0,"['玄幻言情', '异世大陆']",0,0,0,0,0,4
2,0.0,1057,0,"['短篇', '短故事']",0,0,0,0,0,1
171,31.0,86900,0,"['都市', '都市生活']",0,0,1,1,87000,464
565,153.0,477700,0,"['诸天无限', '诸天']",0,0,0,1,480000,152
1122,153.0,636000,0,"['轻小说', '衍生同人', '轻小说']",0,1,1,1,640000,151
2,9.0,1123,0,"['都市', '青春校园']",0,0,0,7,140000,142
28,53.0,87100,0,"['浪漫青春', '青春疼痛']",0,0,0,1,87000,29
12,0.0,12900,0,"['玄幻', '王朝争霸']",0,0,0,0,0,5
7,0.0,18100,0,"['游戏', '虚拟网游']",0,0,0,1,39000,36
2,0.0,3591,0,"['都市', '都市生活']",0,0,0,0,0,1
9,28.0,14300,0,"['军事', '军事战争']",0,0,0,1,14000,6
3639,154.0,960800,22,"['都市', '娱乐明星']",0,1,2,1,960000,165
7250,73.0,333400,0,"['现实生活', '家与情感']",1,1,1,4,610000,145
2,24.0,1074,0,"['短篇', '生活随笔']",0,0,0,1,1074,1
2,0.0,1083,0,"['科幻', '星际文明']",0,0,0,0,0,2
50,0.0,20299,0,"['历史', '架空历史']",0,0,1,2,480000,163
9,32.0,38600,0,"['奇幻', '另类幻想']",0,0,0,1,39000,4
17,125.0,720400,0,"['都市', '都市异能']",0,1,1,4,1040000,184
3,0.0,6195,0,"['诸天无限', '诸天']",0,0,0,0,0,1
6,0.0,12500,0,"['玄幻', '异世大陆']",0,0,0,0,0,7
0,0.0,2831,0,"['浪漫青春', '青春校园']",0,0,0,0,0,1
2,0.0,2323,0,"['仙侠奇缘', '古典仙侠']",0,0,0,0,0,1
683,126.0,541100,0,"['轻小说', '衍生同人', '轻小说']",1,1,3,2,630000,141
4,55.0,12700,0,"['仙侠', '修真文明']",0,0,0,0,0,0
50,21.0,82200,0,"['悬疑', '诡秘悬疑']",0,0,3,2,1430000,273
10,98.0,244600,0,"['玄幻', '王朝争霸']",0,0,1,1,240000,70
183,61.0,327900,0,"['都市', '异术超能']",1,0,0,1,330000,271
342,78.0,266100,0,"['奇幻', '剑与魔法']",1,0,3,8,7390000,1843
3,0.0,3201,0,"['玄幻', '东方玄幻']",0,0,0,0,0,28
2,0.0,2694,0,"['奇幻', '剑与魔法']",0,0,1,10,740000,590
197,31.0,145600,0,"['奇幻', '另类幻想']",0,0,0,2,360000,63
3,37.0,6114,0,"['都市', '都市生活']",0,0,0,2,21000,12
2,0.0,1447,0,"['仙侠', '现代修真']",0,0,0,0,0,2
17,10.0,48600,0,"['现代言情', '都市生活']",1,0,0,1,49000,9
3,0.0,6334,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,0,0,0
11,48.0,46700,0,"['轻小说', '搞笑吐槽', '轻小说']",0,0,0,1,47000,20
36,23.0,65400,0,"['玄幻', '异世大陆']",0,0,0,1,65000,5
3,0.0,1020,0,"['历史', '两宋元明']",0,0,0,0,0,1
4,6.0,34800,0,"['都市', '异术超能']",0,0,1,2,73000,16
5,150.0,10700,0,"['科幻', '未来世界']",0,0,0,1,11000,5
2,0.0,1019,0,"['科幻', '超级科技']",0,0,0,0,0,2
207,21.0,12000,0,"['短篇', '短故事']",1,1,1,2,24000,161
2,53.0,1456,0,"['短篇', '短篇小说']",0,0,0,1,1456,1
69,63.0,97600,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,98000,34
2,0.0,7598,0,"['玄幻言情', '东方玄幻']",0,0,0,0,0,1
44,12.0,29000,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,2,38000,24
2,0.0,2077,0,"['仙侠', '幻想修仙']",0,0,0,0,0,0
12,20.0,9574,0,"['玄幻', '东方玄幻']",0,0,0,1,9574,12
5,0.0,5082,0,"['短篇', '短故事']",0,0,0,0,0,3
273,40.0,40700,0,"['科幻', '未来世界']",1,0,0,1,41000,79
11,16.0,10200,0,"['玄幻', '异世大陆']",0,0,0,1,10000,16
6,19.0,3463,0,"['都市', '异术超能']",0,0,0,1,3463,7
2,60.0,15300,0,"['轻小说', '唯美幻想', '轻小说']",0,0,0,1,15000,14
12,14.0,41800,0,"['历史', '架空历史']",1,0,0,4,110000,56
162,127.0,279100,0,"['玄幻', '异世大陆']",0,0,0,1,280000,27
21,50.0,113500,0,"['玄幻', '异世大陆']",0,0,0,1,110000,27
7,0.0,8388,0,"['奇幻', '神秘幻想']",0,0,0,0,0,0
100,96.0,16299,0,"['仙侠奇缘', '古典仙侠']",0,0,0,1,16000,6
19,40.0,7423,0,"['玄幻', '异世大陆']",0,0,0,1,7423,4
2,0.0,1609,0,"['都市', '异术超能']",0,0,0,0,0,1
4,0.0,10100,0,"['仙侠', '神话修真']",0,0,0,0,0,2
99,12.0,28,0,"['军事', '战争幻想']",0,0,0,1,28,27
33,73.0,9856,0,"['科幻空间', '末世危机']",0,0,0,1,9856,17
27,12.0,73700,0,"['都市', '都市异能']",0,0,0,8,160000,42
111,88.0,150800,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,150000,27
3,13.0,3036,0,"['玄幻', '东方玄幻']",0,0,0,1,3036,2
98,13.0,51400,0,"['奇幻', '剑与魔法']",0,0,0,1,51000,13
2,0.0,1080,0,"['浪漫青春', '青春纯爱']",0,0,0,0,0,2
547,153.0,693900,0,"['诸天无限', '无限']",0,1,1,1,690000,149
11,48.0,30099,0,"['现代言情', '都市生活']",0,0,0,1,30000,38
6,0.0,3686,0,"['玄幻', '东方玄幻']",1,0,0,0,0,6
2,39.0,3407,0,"['科幻', '未来世界']",0,0,0,1,3407,3
70,11.0,64800,0,"['科幻', '末世危机']",0,0,0,1,65000,53
